"name[Blue Spice], eatType[coffee shop], area[city centre]"	Blue Spice is a coffee shop located in the city centre.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]"	The Cricketers is a chinese restaurant with a moderate price range. It is located in the riverside area near All Bar One. It is kid friendly and has a customer rating of 3 out of 5.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]"	The Cricketers is a chinese restaurant located in the city centre near All Bar One. It has a high customer rating and a price range of more than £30. It is not child friendly.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]"	The Cricketers is a chinese restaurant located in the city centre near All Bar One. It has a high customer rating and is child friendly. The price range is more than £30.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]"	The Cricketers is a chinese restaurant located near All Bar One in the riverside area. It has a high customer rating and is not child friendly and has a price range of more than £30.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]"	The Cricketers is a chinese restaurant located near All Bar One in the riverside area. It is child friendly and has a high customer rating and a price range of more than £30.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]"	The Cricketers is an english restaurant located in the city centre near All Bar One. It has a high customer rating and a price range of £20-25 and is not kid friendly.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]"	The Cricketers is a highly rated english restaurant in the city centre near All Bar One. It is kid friendly and has a price range of £20-25.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a highly rated, english restaurant near All Bar One in the riverside area. It is not kid friendly and has a price range of £20-25."
"name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a highly rated, kid friendly, english restaurant, located near All Bar One in the riverside area. The price range is £20-25."
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]"	The Cricketers is a cheap english restaurant in the city centre near Café Rouge. It has a customer rating of 5 out of 5 and is not family-friendly.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]"	The Cricketers is a family-friendly english restaurant located near Café Rouge in the city centre. It has a customer rating of 5 out of 5 and a cheap price range.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]"	The Cricketers is an english restaurant near Café Rouge in the riverside area. It has a customer rating of 5 out of 5. It is not family-friendly and has a cheap price range.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]"	The Cricketers is a family friendly restaurant located near Café Rouge. It serves english food. It has a customer rating of 5 out of 5 and is cheap.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Rouge]"	The Cricketers is an english restaurant located near Café Rouge in the city centre. It is not family-friendly and has an average customer rating.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Rouge]"	The Cricketers is a family-friendly english restaurant located near Café Rouge in the city centre. It has an average customer rating and a cheap price range.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Rouge]"	The Cricketers is an english restaurant located near Café Rouge in the riverside area. It is not family-friendly and has an average customer rating.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]"	The Cricketers is a family-friendly restaurant located near Café Rouge. It serves english food and has an average customer rating. It is cheap.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]"	The Cricketers is an english restaurant located in the city centre near Café Rouge. It is not child friendly and has a customer rating of 1 out of 5.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]"	The Cricketers is an english restaurant located near Café Rouge in the city centre. It has a customer rating of 1 out of 5. It is child friendly and has a high price range.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]"	The Cricketers is an expensive restaurant located near Café Rouge in the riverside area. It serves english food. It has a customer rating of 1 out of 5 and is not child friendly.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]"	The Cricketers is a child-friendly restaurant located near Café Rouge in the riverside area. It serves english food and has a customer rating of 1 out of 5.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Rouge]"	The Cricketers is an english restaurant located in the city centre near the Café Rouge. It is not child friendly and has an average customer rating.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Rouge]"	The Cricketers is an english restaurant near Café Rouge in the city centre. It is child friendly and has an average customer rating and a high price range.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Rouge]"	The Cricketers is an expensive restaurant located near Café Rouge. It is not family-friendly and has an average customer rating.
"name[The Mill], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Mill is a high-priced pub in the riverside area near Raja Indian Cuisine. It serves english food and is child friendly.
"name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Mill is an english pub near Raja Indian Cuisine in the city centre. It is not family-friendly and has a price range of less than £20.
"name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Mill is a family-friendly pub located near Raja Indian Cuisine in the city centre. It serves english food for less than £20.
"name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Mill is an english pub near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a price range of less than £20.
"name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Mill is a family-friendly pub near Raja Indian Cuisine. It serves english food for less than £20. It is located in the riverside area.
"name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Mill is a pub that serves english food. It is located in the city centre near Raja Indian Cuisine. It is not kid friendly and has a moderate price range.
"name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Mill is a pub that serves english food. It is located near Raja Indian Cuisine in the city centre. It is kid friendly and has a moderate price range.
"name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Mill is a pub that serves english food. It is located near Raja Indian Cuisine in the riverside area. It is not kid friendly and has a moderate price range.
"name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Mill is a pub that serves english food. It is located near Raja Indian Cuisine in the riverside area. It is kid friendly and has a moderate price range.
"name[The Mill], eatType[pub], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Mill is a pub that serves english food. It is located near Raja Indian Cuisine in the riverside area. It is child friendly and has a price range of more than £30.
"name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Mill is a kid friendly pub that serves fast food. It is located near Raja Indian Cuisine in the riverside area and has a price range of £20-25.
"name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]"	The Mill is a fast food pub in the city centre near Café Rouge. It is not kid friendly and has a high customer rating and a price range of £20-25.
"name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]"	The Mill is a fast food pub in the city centre near Café Rouge. It is kid friendly and has a high customer rating and a price range of £20-25.
"name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]"	The Mill is a fast food pub near Café Rouge in the riverside area. It has a high customer rating and a price range of £20-25 and is not kid friendly.
"name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]"	The Mill is a fast food pub in the riverside area near Café Rouge. It is kid friendly and has a high customer rating and a price range of £20-25.
"name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]"	The Mill is a fast food pub in the riverside area near Café Sicilia. It is kid friendly and has a high customer rating and a price range of £20-25.
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	"The Mill is a cheap, family friendly pub that serves fast food. It is located in the riverside area near Raja Indian Cuisine."
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]"	The Mill is a cheap fast food pub in the city centre near Café Sicilia. It is not family-friendly and has a customer rating of 5 out of 5.
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]"	"The Mill is a cheap, family-friendly pub located near Café Sicilia in the city centre. It serves fast food and has a customer rating of 5 out of 5."
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]"	The Mill is a cheap fast food pub near Café Sicilia in the riverside area. It has a customer rating of 5 out of 5 and is not family-friendly.
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]"	"The Mill is a cheap, family-friendly pub near Café Sicilia. It has a customer rating of 5 out of 5."
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]"	The Mill is a cheap fast food pub in the city centre near Café Sicilia. It is not family-friendly and has an average customer rating.
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]"	"The Mill is a cheap, family-friendly, fast food pub in the city centre near Café Sicilia. It has an average customer rating."
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]"	The Mill is a cheap fast food pub in the riverside area near Café Sicilia. It is not family-friendly and has an average customer rating.
"name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]"	"The Mill is a cheap, family friendly pub near Café Sicilia. It is located in the riverside area. It has an average customer rating and serves fast food."
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]"	The Mill is a fast food pub in the city centre near Café Sicilia. It is not child friendly and has a customer rating of 1 out of 5 and a high price range.
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]"	The Mill is a fast food pub in the city centre near Café Sicilia. It is child friendly and has a customer rating of 1 out of 5 and a high price range.
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]"	The Mill is a fast food pub near Café Sicilia in the riverside area. It is not child friendly and has a customer rating of 1 out of 5.
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]"	The Mill is a fast food pub near Café Sicilia in the riverside area. It is child friendly and has a customer rating of 1 out of 5 and a high price range.
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]"	The Mill is a fast food pub in the city centre near Café Sicilia. It is not child friendly and has an average customer rating and a high price range.
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]"	The Mill is a fast food pub in the city centre near Café Sicilia. It is child friendly and has an average customer rating and a high price range.
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]"	The Mill is a fast food pub near Café Sicilia in the riverside area. It is not child friendly and has an average customer rating and a high price range.
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]"	The Mill is a fast food pub near Café Sicilia in the riverside area. It is children friendly and has a high price range and an average customer rating.
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]"	The Mill is a fast food pub in the city centre near Café Sicilia. It is not family-friendly and has a low customer rating. It has a price range of less than £20.
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]"	The Mill is a family-friendly fast food pub in the city centre near Café Sicilia. It has a low customer rating and a price range of less than £20.
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]"	The Mill is a low rated pub in the riverside area near Café Sicilia. It is not family-friendly and serves fast food. It has a price range of less than £20.
"name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]"	The Mill is a family friendly pub that serves fast food. It is located near Café Sicilia in the riverside area. It has a low customer rating and a price range of less than £20.
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]"	The Mill is a pub that serves fast food. It is located near Café Sicilia in the city centre. It has a moderate price range and a customer rating of 1 out of 5.
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]"	"The Mill is a moderately priced, fast food pub in the city centre near Café Sicilia. It is kid friendly and has a customer rating of 1 out of 5."
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]"	The Mill is a fast food pub in the riverside area near Café Sicilia. It is not kid friendly and has a customer rating of 1 out of 5 and is in the moderate price range.
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]"	The Mill is a moderately priced pub that serves fast food. It is located in the riverside area near Café Sicilia. It is kid friendly and has a customer rating of 1 out of 5.
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]"	The Mill is a moderately priced fast food pub in the city centre near Café Sicilia. It is not kid friendly and has a customer rating of 3 out of 5.
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]"	"The Mill is a moderately priced, fast food pub in the city centre near Café Sicilia. It is kid friendly and has a customer rating of 3 out of 5."
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]"	The Mill is a moderately priced pub that serves fast food. It is located near Café Sicilia in the riverside area. It is not kid friendly and has a customer rating of 3 out of 5.
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]"	The Mill is a moderately priced pub that serves fast food. It is located in the riverside area near Café Sicilia. It is kid friendly and has a customer rating of 3 out of 5.
"name[The Mill], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	"The Mill is a high priced, child friendly restaurant located near Raja Indian Cuisine in the riverside area."
"name[The Mill], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]"	"The Mill is an expensive, family friendly restaurant located near the Café Rouge."
"name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Mill is an english restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
"name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Mill is a family-friendly restaurant located near Raja Indian Cuisine in the city centre. It serves english food for less than £20.
"name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Mill is an english restaurant located near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a price range of less than £20.
"name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Mill is a family-friendly restaurant located near Raja Indian Cuisine.
"name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Rouge]"	The Mill is an english restaurant located in the city centre near Café Rouge. It is not family-friendly and has a low customer rating.
"name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Rouge]"	The Mill is a family-friendly english restaurant located near Café Rouge in the city centre. It has a low customer rating and a price range of less than £20.
"name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Rouge]"	The Mill is a low rated restaurant in the riverside area near Café Rouge. It is not family-friendly and serves english food. It has a price range of less than £20.
"name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Rouge]"	The Mill is a family friendly restaurant located near the Café Rouge.
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Mill is an english restaurant located in the city centre near Raja Indian Cuisine. It is not kid friendly and has a moderate price range.
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Mill is a moderately priced english restaurant located in the city centre near Raja Indian Cuisine. It is kid friendly.
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Mill is a moderately priced english restaurant near Raja Indian Cuisine in the riverside area. It is not kid friendly.
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Mill is a family friendly restaurant located near Raja Indian Cuisine in the riverside area. It serves english food and has a moderate price range.
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]"	The Mill is a moderately priced english restaurant located in the city centre near Café Rouge. It is not kid friendly and has a customer rating of 1 out of 5.
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]"	The Mill is a moderately priced english restaurant located near Café Rouge in the city centre. It has a customer rating of 1 out of 5 and is kid friendly.
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]"	The Mill is a moderately priced english restaurant located near Café Rouge in the riverside area. It has a customer rating of 1 out of 5 and is not kid friendly.
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]"	The Mill is a family friendly restaurant located near Café Rouge. It is moderately priced and has a customer rating of 1 out of 5.
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]"	The Mill is a moderately priced english restaurant located in the city centre near Café Rouge. It is not kid friendly and has a customer rating of 3 out of 5.
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]"	The Mill is an english restaurant located near Café Rouge in the city centre. It is kid friendly and has a moderate price range and a customer rating of 3 out of 5.
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]"	The Mill is a moderately priced english restaurant located near Café Rouge in the riverside area. It has a customer rating of 3 out of 5 and is not kid friendly.
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]"	"The Mill is a moderately priced, kid friendly, english restaurant, located near Café Rouge in the riverside area."
"name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Mill is a child friendly english restaurant located near Raja Indian Cuisine in the riverside area. The price range is more than £30.
"name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]"	The Mill is an english restaurant located in the city centre near the Café Rouge. It is not child friendly and has a high customer rating and a price range of more than £30.
"name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]"	The Mill is an english restaurant located near Café Rouge in the city centre. It has a high customer rating and is children friendly. The price range is more than £30.
"name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]"	The Mill is a highly rated restaurant located near Café Rouge in the riverside area. It serves english food and is not child friendly. The price range is more than £30.
"name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]"	"The Mill is a highly rated, child friendly, english restaurant, located near Café Rouge in the riverside area. The price range is more than £30."
"name[The Mill], eatType[restaurant], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Mill is a kid friendly fast food restaurant near Raja Indian Cuisine in the riverside area with a price range of £20-25.
"name[The Mill], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	"The Mill is a cheap, family friendly fast food restaurant located near Raja Indian Cuisine in the riverside area."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	"The Phoenix is a cheap, family friendly pub that serves fast food. It is located in the riverside area near Raja Indian Cuisine."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Phoenix is a fast food pub located in the city centre near Raja Indian Cuisine. It is not child friendly and has a high price range.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Phoenix is a fast food pub in the city centre near Raja Indian Cuisine. It is children friendly and has a high price range.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Phoenix is a fast food pub located near Raja Indian Cuisine in the riverside area. It is not child friendly and has a high price range.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Phoenix is a high priced pub that serves fast food. It is located near Raja Indian Cuisine in the riverside area. It is children friendly.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Phoenix is a fast food pub in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Phoenix is a family-friendly fast food pub in the city centre near Raja Indian Cuisine with a price range less than £20.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Phoenix is a fast food pub near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a price range of less than £20.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Phoenix is a family-friendly pub that serves fast food. It is located near Raja Indian Cuisine in the riverside area. The price range is less than £20.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Phoenix is a pub that serves fast food. It is located in the city centre near Raja Indian Cuisine. It is not kid friendly and has a moderate price range.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	"The Phoenix is a moderately priced, kid-friendly pub serving fast food. It is located in the city centre near Raja Indian Cuisine."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Phoenix is a pub that serves fast food. It is located near Raja Indian Cuisine in the riverside area. It is not kid friendly and has a moderate price range.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Phoenix is a moderately priced pub that serves fast food. It is located in the riverside area near Raja Indian Cuisine.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]"	The Phoenix is a moderately priced pub that serves fast food. It is located in the riverside area near Café Sicilia. It is kid friendly and has a customer rating of 3 out of 5.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Phoenix is a fast food pub in the riverside area near Raja Indian Cuisine. It is child friendly and has a price range of more than £30.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Sicilia]"	The Phoenix is a fast food pub located in the city centre near Café Sicilia. It is not child friendly and has a high customer rating. The price range is more than £30.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Sicilia]"	The Phoenix is a fast food pub in the city centre near Café Sicilia. It has a high customer rating and is children friendly. The price range is more than £30.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]"	The Phoenix is a fast food pub near Café Sicilia in the riverside area. It is not child friendly and has a high customer rating and a price range of more than £30.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]"	The Phoenix is a pub that serves fast food. It is located near Café Sicilia in the riverside area. It is child friendly and has a high customer rating and a price range of more than £30.
"name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Phoenix is a kid friendly pub that serves french food. It is located near Raja Indian Cuisine in the riverside area and has a price range of £20-25.
"name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]"	The Phoenix is a french pub in the city centre near Café Sicilia. It has a customer rating of 3 out of 5. It is not kid friendly and has a price range of £20-25.
